Age,Annual_Income,Credit_Score,Years_at_Job,Existing_Loans,DTI_Ratio,Prediction,Risk_Probability,Default_status
33,52924,354,7,4,0.13,Default,0.621027963,1
21,47368,360,23,2,0.55,Default,0.829761753,1
69,25932,819,27,4,0.57,Default,0.622115282,1
54,43116,571,26,2,0.46,Default,0.525701998,1
71,32322,545,0,0,0.46,No Default,0.34328952,0
38,36257,475,33,1,0.24,No Default,0.29415136,0
31,63574,616,16,1,0.37,No Default,0.209434936,0
48,48992,430,36,0,0.6,Default,0.625704157,1
72,140048,401,37,0,0.53,No Default,0.355635505,0
65,102641,609,25,2,0.25,No Default,0.150169546,0
35,44159,591,23,0,0.25,No Default,0.11430604,0
24,37857,794,38,2,0.34,No Default,0.163567897,0
27,119529,660,20,4,0.3,No Default,0.267064503,0
24,137313,637,29,1,0.29,No Default,0.070143596,0
50,19987,309,12,1,0.41,Default,0.727824523,1
40,62719,348,36,1,0.11,No Default,0.250862477,0
38,52789,786,2,4,0.48,No Default,0.466256371,0
36,82831,620,31,4,0.47,Default,0.61112905,1
65,158155,432,34,3,0.52,Default,0.613335975,1
36,47003,382,18,2,0.52,Default,0.791034948,1
53,21368,356,13,2,0.38,Default,0.744469348,1
46,79977,675,21,3,0.49,No Default,0.444760506,0
35,119968,648,16,1,0.35,No Default,0.101255975,0
19,51437,570,3,2,0.58,Default,0.629028669,1
18,42086,782,39,2,0.2,No Default,0.091426516,0
64,48116,410,18,1,0.56,Default,0.711559313,1
22,91592,375,36,0,0.23,No Default,0.18661401,0
37,47703,457,1,0,0.15,No Default,0.131029855,0
28,70571,831,14,3,0.32,No Default,0.13941907,0
59,60712,628,1,4,0.41,Default,0.577661721,1
19,57659,421,10,2,0.22,No Default,0.38299749,0
20,85020,340,22,2,0.38,Default,0.616446272,1
40,47132,466,9,3,0.5,Default,0.779289636,1
72,48276,322,2,3,0.23,Default,0.675807777,1
29,89214,578,4,2,0.39,No Default,0.303796662,0
37,36553,768,2,1,0.27,No Default,0.085752061,0
22,38556,699,37,1,0.36,No Default,0.178099215,0
54,31883,308,12,4,0.43,Default,0.920223735,1
55,91537,312,18,2,0.28,Default,0.524210019,1
47,56805,351,39,2,0.6,Default,0.862699929,1
26,31044,508,34,2,0.38,Default,0.540560795,1
51,91757,849,23,2,0.51,No Default,0.159109495,0
70,45352,701,23,3,0.46,No Default,0.471801481,0
61,38721,490,16,0,0.53,No Default,0.481674424,0
52,54293,350,39,2,0.19,No Default,0.471055875,0
69,125412,692,9,0,0.21,No Default,0.026609262,0
39,49144,599,1,1,0.34,No Default,0.222399429,0
61,79831,495,22,4,0.53,Default,0.810206071,1
41,86123,716,5,1,0.2,No Default,0.052401999,0
34,74729,719,1,2,0.59,No Default,0.38711606,0
27,113044,821,20,1,0.16,No Default,0.018980978,0
47,42042,655,34,3,0.19,No Default,0.241049418,0
73,35537,447,28,0,0.18,No Default,0.186814859,0
63,35189,664,6,2,0.39,No Default,0.33891916,0
40,55701,663,28,3,0.56,Default,0.610277787,1
49,37289,701,36,0,0.23,No Default,0.067787444,0
34,64458,791,22,3,0.38,No Default,0.226590686,0
67,62223,528,32,1,0.19,No Default,0.162057875,0
68,99636,836,7,2,0.42,No Default,0.106565927,0
34,69256,567,11,1,0.16,No Default,0.104271084,0
31,48626,704,9,4,0.35,No Default,0.431334089,0
26,73528,310,14,2,0.43,Default,0.727745339,1
57,35771,619,23,1,0.39,No Default,0.286503065,0
19,58743,425,25,2,0.17,No Default,0.329355788,0
62,70241,605,38,0,0.18,No Default,0.064452736,0
42,63873,810,2,2,0.44,No Default,0.17440148,0
56,73683,388,1,2,0.5,Default,0.713395689,1
26,43389,654,5,0,0.55,No Default,0.275506254,0
71,106512,651,20,1,0.51,No Default,0.225730775,0
39,148908,313,8,2,0.59,Default,0.722556385,1
60,26867,556,9,3,0.3,Default,0.510778885,1
63,32604,508,35,2,0.27,No Default,0.415347722,0
21,61177,580,2,1,0.11,No Default,0.082335552,0
43,52665,742,23,0,0.32,No Default,0.069282383,0
46,154539,688,21,1,0.43,No Default,0.087113925,0
62,66828,782,13,4,0.51,No Default,0.483489273,0
51,120123,446,26,2,0.23,No Default,0.23991419,0
40,21492,578,32,2,0.36,No Default,0.45073733,0
54,89956,820,21,0,0.43,No Default,0.056214005,0
28,41866,733,28,2,0.38,No Default,0.237311023,0
23,41532,443,18,3,0.24,Default,0.544802893,1
35,52882,588,18,3,0.5,Default,0.639158776,1
38,29369,685,5,1,0.19,No Default,0.097320667,0
59,74711,313,18,0,0.55,Default,0.645177382,1
53,65864,556,12,4,0.58,Default,0.81523194,1
58,68397,645,25,1,0.28,No Default,0.127570415,0
55,93294,644,21,0,0.29,No Default,0.067020083,0
51,127693,699,20,0,0.47,No Default,0.081530532,0
34,49918,506,35,1,0.33,No Default,0.321129738,0
54,76014,471,1,1,0.11,No Default,0.125026191,0
42,69320,763,29,2,0.56,No Default,0.329998349,0
55,72316,569,26,4,0.32,Default,0.528565767,1
29,72860,520,6,3,0.2,No Default,0.315927954,0
40,132621,451,19,2,0.38,No Default,0.354432735,0
70,47579,482,30,0,0.21,No Default,0.162641764,0
59,27920,698,22,4,0.2,No Default,0.335413988,0
39,42237,371,12,4,0.37,Default,0.844153419,1
38,87433,717,16,1,0.3,No Default,0.079299045,0
44,60576,582,3,4,0.39,Default,0.611898539,1
74,47391,373,13,4,0.6,Default,0.941804666,1
48,34952,654,19,0,0.53,No Default,0.284385773,0
23,66879,796,12,2,0.1,No Default,0.041925031,0
44,82640,627,2,4,0.13,No Default,0.216379372,0
57,69768,834,25,1,0.41,No Default,0.089388437,0
51,52750,746,25,2,0.41,No Default,0.234144551,0
29,64429,672,17,1,0.54,No Default,0.307269758,0
62,64242,661,31,4,0.41,Default,0.539953824,1
74,65831,392,13,2,0.21,No Default,0.404066527,0
70,33118,620,2,4,0.33,Default,0.567324148,1
24,66082,623,0,0,0.5,No Default,0.215329549,0
27,48035,683,25,2,0.56,No Default,0.475727508,0
62,100741,645,23,1,0.22,No Default,0.072289477,0
34,63988,402,34,0,0.37,No Default,0.348125544,0
43,90920,514,13,3,0.18,No Default,0.26956404,0
38,51488,491,2,1,0.35,No Default,0.346164126,0
45,52425,493,12,4,0.15,No Default,0.466663366,0
63,126389,679,13,1,0.57,No Default,0.210363593,0
19,74471,702,20,3,0.42,No Default,0.33881785,0
71,41887,310,25,1,0.53,Default,0.799167375,1
60,93759,486,2,0,0.6,No Default,0.421573356,0
18,45859,314,39,1,0.19,No Default,0.409897726,0
68,67026,596,3,2,0.45,No Default,0.411526536,0
70,149992,710,35,3,0.54,No Default,0.300328652,0
53,29271,351,0,1,0.39,Default,0.63546989,1
68,54836,327,39,3,0.42,Default,0.836141477,1
43,73433,316,32,0,0.3,No Default,0.354417953,0
46,87758,650,6,2,0.44,No Default,0.28208497,0
38,32189,727,10,4,0.3,No Default,0.387682206,0
28,27780,528,26,1,0.34,No Default,0.354113515,0
57,103298,509,13,0,0.15,No Default,0.062571255,0
28,41764,730,21,3,0.1,No Default,0.116029052,0
53,40898,593,15,3,0.13,No Default,0.245295641,0
66,129978,403,11,0,0.2,No Default,0.102612376,0
56,61997,503,9,1,0.33,No Default,0.292212888,0
57,62200,352,23,4,0.11,Default,0.590016191,1
52,54726,674,17,1,0.18,No Default,0.07995663,0
71,32467,353,21,2,0.49,Default,0.823450218,1
51,83939,575,8,1,0.48,No Default,0.314220363,0
72,73476,634,16,2,0.49,No Default,0.400350236,0
64,65143,330,37,3,0.56,Default,0.898237886,1
41,56491,434,39,2,0.16,No Default,0.321279095,0
71,51732,357,12,4,0.18,Default,0.68543602,1
39,94489,404,36,0,0.27,No Default,0.190866823,0
22,55790,565,5,2,0.56,Default,0.601950866,1
73,57986,821,20,1,0.49,No Default,0.150459028,0
50,78037,795,35,2,0.26,No Default,0.081470378,0
53,66435,552,6,3,0.14,No Default,0.242221481,0
64,136099,594,35,2,0.41,No Default,0.230006171,0
37,24817,457,24,4,0.23,Default,0.679490991,1
36,69560,848,10,2,0.37,No Default,0.104404542,0
52,42074,366,13,4,0.57,Default,0.937404412,1
69,37382,598,28,1,0.39,No Default,0.311516388,0
60,47641,762,9,3,0.56,No Default,0.5,1
34,61533,400,4,0,0.3,No Default,0.268851147,0
62,62914,355,7,1,0.42,Default,0.58453866,1
60,28038,631,4,1,0.55,No Default,0.461858044,0
51,45681,692,23,0,0.39,No Default,0.129278264,0
26,68913,680,39,2,0.41,No Default,0.268618866,0
43,38620,391,25,2,0.46,Default,0.750469704,1
19,34289,746,5,2,0.54,No Default,0.393301828,0
70,19378,408,15,3,0.14,Default,0.540497175,1
26,42976,616,35,1,0.27,No Default,0.172722665,0
26,33697,467,11,4,0.3,Default,0.712263209,1
57,36608,734,10,0,0.55,No Default,0.2176245,0
34,52265,741,2,1,0.58,No Default,0.292114796,0
18,44359,517,36,2,0.16,No Default,0.250033491,0
42,33419,521,5,0,0.16,No Default,0.116760919,0
60,20786,827,18,4,0.57,Default,0.617869559,1
57,69644,577,17,1,0.25,No Default,0.150167302,0
59,87239,765,15,1,0.22,No Default,0.045814063,0
42,49100,329,22,3,0.12,Default,0.539715023,1
56,52423,658,36,1,0.24,No Default,0.119212518,0
52,59958,587,8,1,0.45,No Default,0.323429231,0
20,131846,385,2,4,0.31,Default,0.585136509,1
67,27341,533,7,4,0.36,Default,0.721009005,1
54,48666,612,37,0,0.56,No Default,0.344911149,0
61,25311,664,3,2,0.16,No Default,0.154112819,0
61,71765,568,11,4,0.14,No Default,0.316331284,0
68,55715,430,30,0,0.53,Default,0.526478348,1
47,66270,650,24,1,0.49,No Default,0.284459901,0
55,64638,479,15,0,0.23,No Default,0.147933805,0
51,98258,779,13,0,0.26,No Default,0.027896182,0
29,78359,462,12,0,0.26,No Default,0.155299969,0
36,90694,395,6,0,0.42,No Default,0.337055284,0
54,35144,809,11,4,0.13,No Default,0.149747706,0
61,108725,664,36,2,0.34,No Default,0.162696799,0
66,41723,652,3,0,0.17,No Default,0.060593145,0
34,42940,735,1,3,0.51,No Default,0.472060386,0
27,68557,382,34,1,0.29,No Default,0.382655991,0
74,69630,524,2,1,0.36,No Default,0.284004367,0
72,35033,711,3,1,0.11,No Default,0.061049328,0
66,54905,417,37,1,0.13,No Default,0.222114,0
64,126010,781,11,1,0.44,No Default,0.075873248,0
29,28733,491,18,0,0.48,No Default,0.4380094,0
33,125820,406,9,2,0.46,Default,0.516034932,1
41,53058,681,0,3,0.47,No Default,0.470976071,0
36,18603,689,16,4,0.15,No Default,0.302946998,0
25,30231,543,15,3,0.45,Default,0.685075579,1
48,36984,767,8,4,0.19,No Default,0.22234207,0
38,43828,837,8,4,0.15,No Default,0.129544129,0
34,56819,509,8,3,0.48,Default,0.694937237,1
40,15494,372,11,0,0.54,Default,0.693744317,1
54,65736,608,14,1,0.46,No Default,0.299712343,0
71,35328,485,1,0,0.5,No Default,0.456521381,0
33,120001,552,10,1,0.6,No Default,0.38576402,0
23,52308,312,10,2,0.17,No Default,0.480384666,0
25,95934,598,7,4,0.58,Default,0.711281535,1
42,104315,375,31,3,0.4,Default,0.670521868,1
35,102912,350,5,2,0.51,Default,0.698840208,1
42,45107,448,19,1,0.43,Default,0.51905539,1
29,44819,421,38,0,0.39,No Default,0.392443979,0
32,53504,510,34,3,0.45,Default,0.680415234,1
43,82299,579,7,4,0.26,No Default,0.405140658,0
58,46381,837,33,2,0.56,No Default,0.298440013,0
62,56408,455,18,4,0.16,Default,0.527081482,1
43,68651,537,6,1,0.26,No Default,0.182814094,0
64,38084,675,30,4,0.12,No Default,0.259556104,0
49,36899,381,17,0,0.24,No Default,0.291328718,0
27,55318,791,39,2,0.21,No Default,0.081333391,0
33,59106,655,13,2,0.12,No Default,0.098386885,0
24,74380,572,38,0,0.35,No Default,0.146782015,0
34,83779,343,35,4,0.33,Default,0.777104915,1
40,34560,422,16,0,0.14,No Default,0.170497173,0
43,39893,648,36,3,0.23,No Default,0.290410487,0
38,36850,629,8,0,0.58,No Default,0.356672714,0
39,121324,708,19,4,0.16,No Default,0.124161305,0
24,56379,622,27,0,0.25,No Default,0.087331318,0
31,60358,410,19,1,0.12,No Default,0.198287423,0
32,61628,388,35,0,0.17,No Default,0.180989195,0
70,41863,732,26,0,0.45,No Default,0.146416916,0
24,130892,398,7,4,0.28,Default,0.537706777,1
26,73534,838,31,3,0.33,No Default,0.140736663,0
68,61071,445,0,3,0.18,No Default,0.423192312,0
65,34453,556,16,4,0.44,Default,0.760466495,1
25,33491,488,8,4,0.48,Default,0.840681175,1
67,51305,539,19,4,0.19,No Default,0.466196104,0
40,42192,802,31,1,0.12,No Default,0.037533153,0
46,35111,570,1,2,0.14,No Default,0.194769446,0
35,49737,819,31,0,0.43,No Default,0.080187443,0
48,53733,849,8,4,0.17,No Default,0.122973368,0
47,64272,413,29,4,0.35,Default,0.764577223,1
69,46538,638,19,4,0.18,No Default,0.34288247,0
56,36177,658,37,3,0.19,No Default,0.252494921,0
52,36810,633,0,4,0.1,No Default,0.273041752,0
35,109807,468,4,0,0.26,No Default,0.1126385,0
59,32020,638,34,4,0.14,No Default,0.337769369,0
56,71796,560,35,0,0.3,No Default,0.132346674,0
34,77634,498,0,1,0.4,No Default,0.329887794,0
31,56351,510,13,2,0.28,No Default,0.349034473,0
48,144916,586,8,3,0.45,No Default,0.347275431,0
41,76946,771,29,0,0.47,No Default,0.093620528,0
52,150459,781,23,1,0.45,No Default,0.063108971,0
61,43237,322,3,2,0.57,Default,0.873892933,1
62,43609,408,13,2,0.22,No Default,0.447997897,0
51,77945,595,24,2,0.19,No Default,0.153330109,0
20,52536,305,3,0,0.4,Default,0.517697536,1
54,139083,849,24,1,0.4,No Default,0.041186907,0
60,71029,502,9,4,0.36,Default,0.657893766,1
57,35515,624,34,1,0.1,No Default,0.089263205,0
43,25124,543,6,1,0.38,No Default,0.38075746,0
72,57577,626,12,1,0.57,No Default,0.423573261,0
40,57264,346,3,0,0.27,No Default,0.308596406,0
61,70044,312,35,0,0.58,Default,0.697071111,1
56,109682,679,13,0,0.28,No Default,0.046611543,0
32,102698,664,17,1,0.17,No Default,0.051030642,0
73,44826,641,7,0,0.3,No Default,0.112280098,0
66,31353,520,31,2,0.35,No Default,0.5,1
21,32303,372,26,0,0.41,Default,0.5,1
46,41423,345,36,3,0.35,Default,0.786214873,1
39,49843,803,22,0,0.37,No Default,0.065415968,0
42,69740,573,6,0,0.11,No Default,0.053049125,0
30,40115,507,11,0,0.23,No Default,0.156990997,0
35,68885,423,24,0,0.26,No Default,0.205100726,0
50,71755,309,2,3,0.59,Default,0.907391742,1
33,64322,628,25,4,0.25,No Default,0.382037933,0
62,34053,486,3,0,0.55,Default,0.517442166,1
59,75653,842,35,2,0.25,No Default,0.063691008,0
61,169504,359,14,3,0.15,No Default,0.247585331,0
19,67707,741,31,4,0.22,No Default,0.218033526,0
72,13676,516,28,0,0.24,No Default,0.210501231,0
52,111350,301,9,4,0.59,Default,0.918251016,1
59,42134,835,20,2,0.44,No Default,0.19681913,0
51,185879,655,15,3,0.57,No Default,0.301099719,0
47,63461,464,18,3,0.52,Default,0.772752225,1
72,25787,390,28,4,0.39,Default,0.872896121,1
30,21325,466,17,0,0.44,No Default,0.442120086,0
30,129297,506,15,1,0.41,No Default,0.22518219,0
35,104083,581,0,3,0.43,No Default,0.422037465,0
49,182227,364,1,1,0.23,No Default,0.129239494,0
49,60202,815,14,3,0.3,No Default,0.154653399,0
52,58205,456,38,0,0.4,No Default,0.336453557,0
56,49446,605,27,0,0.12,No Default,0.061185142,0
63,43081,694,0,3,0.34,No Default,0.337750672,0
69,49206,373,4,4,0.53,Default,0.916991847,1
46,66751,486,21,0,0.35,No Default,0.226755108,0
66,39263,636,35,0,0.38,No Default,0.175456154,0
46,25987,539,12,2,0.2,No Default,0.300562999,0
70,64856,832,0,0,0.5,No Default,0.087174491,0
61,38828,440,15,2,0.28,No Default,0.490860958,0
74,11852,564,21,0,0.58,Default,0.519641828,1
33,78927,438,31,0,0.6,Default,0.530305637,1
73,34405,758,15,4,0.56,Default,0.659634613,1
61,83357,369,14,4,0.14,Default,0.54526177,1
64,82365,684,11,0,0.27,No Default,0.057568332,0
74,68995,497,0,3,0.57,Default,0.773361897,1
27,208649,504,16,3,0.5,No Default,0.348650387,0
47,55880,730,27,0,0.56,No Default,0.199457936,0
42,51905,624,6,3,0.39,No Default,0.456692602,0
56,84274,741,8,0,0.34,No Default,0.057505788,0
37,58237,587,21,4,0.15,No Default,0.337075943,0
22,106963,525,25,1,0.52,No Default,0.365391376,0
18,31748,363,11,2,0.47,Default,0.788483569,1
47,32013,797,6,3,0.13,No Default,0.104351103,0
66,87807,359,14,3,0.2,No Default,0.5,1
20,33442,696,37,4,0.38,Default,0.528175418,1
62,81190,556,20,3,0.44,Default,0.544258713,1
31,72041,538,13,0,0.17,No Default,0.078148554,0
73,42309,337,1,0,0.22,No Default,0.307813219,0
47,71939,324,7,1,0.2,No Default,0.340580282,0
67,32296,709,5,1,0.21,No Default,0.094803915,0
21,36317,760,36,1,0.56,No Default,0.296208682,0
35,53178,716,36,0,0.46,No Default,0.14581185,0
54,62284,656,32,1,0.47,No Default,0.27165777,0
42,51440,682,5,1,0.5,No Default,0.282279369,0
65,74351,457,25,0,0.28,No Default,0.188338585,0
18,72709,732,38,4,0.48,No Default,0.5,1
70,128628,347,36,3,0.59,Default,0.827900843,1
63,57088,627,13,2,0.45,No Default,0.400084245,0
32,108801,732,36,0,0.31,No Default,0.041749929,0
26,94879,730,7,0,0.46,No Default,0.087303061,0
32,188525,355,38,2,0.55,Default,0.543250856,1
66,56183,567,12,2,0.16,No Default,0.185071913,0
74,48524,368,12,1,0.23,No Default,0.383743097,0
41,112290,748,39,2,0.56,No Default,0.254341376,0
21,72599,556,27,3,0.57,Default,0.703689254,1
29,113644,789,17,3,0.34,No Default,0.125431828,0
54,85682,348,18,3,0.29,Default,0.625725261,1
54,20881,615,37,3,0.24,No Default,0.389272541,0
60,72269,712,31,3,0.35,No Default,0.272152021,0
23,69955,733,21,1,0.57,No Default,0.258930746,0
56,63994,301,1,0,0.17,No Default,0.248491799,0
73,56043,444,12,2,0.31,No Default,0.478804785,0
63,27009,665,22,0,0.56,No Default,0.328849836,0
41,92696,719,24,2,0.27,No Default,0.104169366,0
28,72177,743,27,1,0.48,No Default,0.175402629,0
30,103878,733,10,1,0.29,No Default,0.061035154,0
51,27739,356,32,4,0.5,Default,0.931289079,1
42,77154,477,23,4,0.59,Default,0.863911916,1
24,53245,592,1,1,0.29,No Default,0.17988851,0
69,64337,345,29,1,0.52,Default,0.714000581,1
21,53552,469,16,2,0.59,Default,0.75292377,1
25,78574,570,39,1,0.59,No Default,0.466886362,0
37,55191,716,33,0,0.32,No Default,0.077840769,0
46,35384,438,37,2,0.34,Default,0.581491385,1
71,62518,546,21,1,0.25,No Default,0.187190842,0
70,53793,447,4,2,0.26,No Default,0.416320506,0
68,57428,529,39,2,0.35,No Default,0.422352259,0
62,12162,673,15,3,0.2,No Default,0.288666692,0
63,84230,379,12,4,0.46,Default,0.841708502,1
27,51157,364,25,2,0.37,Default,0.659111671,1
60,30513,387,30,2,0.55,Default,0.842169895,1
51,94966,387,38,3,0.51,Default,0.786212116,1
74,82304,503,22,1,0.26,No Default,0.19924493,0
43,50834,681,11,2,0.35,No Default,0.241566195,0
58,33654,775,13,3,0.48,No Default,0.420036053,0
66,65448,838,17,0,0.2,No Default,0.021997562,0
20,63675,513,26,3,0.12,No Default,0.269285048,0
73,95050,373,27,4,0.53,Default,0.877736228,1
23,47960,360,17,4,0.17,Default,0.670029888,1
22,108821,842,15,1,0.54,No Default,0.099565781,0
22,45700,518,15,1,0.56,Default,0.573385582,1
71,30548,311,12,4,0.33,Default,0.878376442,1
64,33991,714,28,4,0.5,Default,0.651568929,1
40,58034,331,8,2,0.28,Default,0.576980086,1
66,57944,459,25,4,0.53,Default,0.86834318,1
26,70539,536,27,1,0.51,No Default,0.431397252,0
52,57228,480,12,4,0.14,No Default,0.461432432,0
37,97602,640,35,1,0.39,No Default,0.158102417,0
66,52546,757,8,0,0.42,No Default,0.100243613,0
59,22067,379,13,4,0.1,Default,0.642424268,1
52,56356,772,11,1,0.59,No Default,0.267481734,0
67,21951,411,31,3,0.3,Default,0.715799547,1
35,68575,591,37,2,0.36,No Default,0.319327492,0
34,101579,682,2,1,0.2,No Default,0.052738082,0
41,36566,316,15,4,0.41,Default,0.904413499,1
20,121695,792,19,4,0.51,No Default,0.328583234,0
49,91255,630,31,0,0.39,No Default,0.115185186,0
52,109451,785,22,3,0.49,No Default,0.247455126,0
55,65826,705,16,1,0.47,No Default,0.211414811,0
30,36447,416,15,3,0.22,Default,0.570443454,1
73,88469,414,37,0,0.32,No Default,0.240271256,0
64,43813,848,7,2,0.17,No Default,0.058464328,0
42,63509,846,18,3,0.12,No Default,0.061396305,0
26,54957,635,29,0,0.13,No Default,0.050321161,0
21,105066,635,33,1,0.57,No Default,0.294752484,0
31,86263,446,13,2,0.59,Default,0.71106235,1
54,57510,421,21,4,0.15,Default,0.556699167,1
51,22565,380,16,0,0.27,No Default,0.359188886,0
28,43581,674,14,4,0.16,No Default,0.273068588,0
58,85145,362,31,2,0.52,Default,0.748287526,1
73,68875,803,12,0,0.35,No Default,0.052403151,0
20,28237,748,20,0,0.41,No Default,0.122442325,0
45,24262,727,39,2,0.37,No Default,0.277222567,0
46,66022,726,32,1,0.46,No Default,0.188667493,0
26,35294,720,26,0,0.26,No Default,0.068967933,0
20,37034,621,34,2,0.17,No Default,0.177593788,0
42,83809,465,15,3,0.11,No Default,0.269640036,0
51,109219,760,27,4,0.32,No Default,0.214223215,0
29,41136,758,33,0,0.55,No Default,0.191092159,0
59,58549,488,0,3,0.25,No Default,0.453798593,0
26,57692,763,30,0,0.2,No Default,0.03483619,0
32,55154,678,35,1,0.56,No Default,0.353793226,0
57,61101,301,32,2,0.15,No Default,0.468429077,0
42,87399,663,32,0,0.13,No Default,0.031797773,0
22,42746,371,38,2,0.54,Default,0.825675457,1
28,27927,726,17,0,0.45,No Default,0.161009441,0
51,139386,469,22,1,0.31,No Default,0.16932316,0
41,103229,504,22,1,0.48,No Default,0.359563958,0
32,34481,636,14,3,0.47,Default,0.583863313,1
55,64075,771,25,1,0.12,No Default,0.035461947,0
25,99245,494,29,2,0.44,No Default,0.451037223,0
22,87074,574,24,1,0.42,No Default,0.249514535,0
65,75433,306,15,0,0.58,Default,0.684502956,1
43,54988,477,38,1,0.58,Default,0.645484317,1
35,142009,541,13,2,0.29,No Default,0.161816236,0
23,66864,502,16,0,0.39,No Default,0.23942202,0
54,46282,842,11,3,0.17,No Default,0.088772801,0
65,92553,761,28,3,0.13,No Default,0.073978016,0
30,62820,379,31,3,0.32,Default,0.672984857,1
45,71317,822,23,0,0.44,No Default,0.066756002,0
22,66275,716,12,3,0.38,No Default,0.293652045,0
30,76756,683,19,1,0.31,No Default,0.107895712,0
34,36708,690,14,0,0.51,No Default,0.22143365,0
67,28982,425,3,0,0.5,Default,0.55318081,1
57,122647,793,33,0,0.47,No Default,0.057511626,0
62,67832,346,27,4,0.14,Default,0.622980742,1
49,88029,775,1,2,0.5,No Default,0.210364971,0
46,24837,763,29,4,0.56,Default,0.675122354,1
68,102062,422,25,4,0.13,No Default,0.421442026,0
20,46131,773,25,4,0.3,No Default,0.300466058,0
73,40010,433,19,2,0.59,Default,0.819858782,1
57,58006,322,27,4,0.4,Default,0.879054473,1
51,36717,534,19,3,0.36,Default,0.589207402,1
57,59822,358,10,0,0.19,No Default,0.222196159,0
44,55928,463,9,0,0.38,No Default,0.295228775,0
30,101742,515,22,1,0.32,No Default,0.194905317,0
62,127602,482,36,3,0.16,No Default,0.224498463,0
50,125587,389,18,2,0.33,No Default,0.393442425,0
23,19297,610,17,0,0.18,No Default,0.094980885,0
41,37512,556,26,4,0.47,Default,0.779170086,1
36,19197,832,5,1,0.59,No Default,0.274843967,0
33,32965,832,9,1,0.33,No Default,0.085327334,0
57,43271,351,1,0,0.42,Default,0.514202525,1
45,73517,637,23,3,0.32,No Default,0.315836906,0
50,46167,470,37,1,0.17,No Default,0.21918159,0
65,46815,366,27,0,0.59,Default,0.695194754,1
58,65570,599,27,3,0.16,No Default,0.224493577,0
30,25472,531,38,0,0.16,No Default,0.12531628,0
60,39367,367,1,0,0.33,No Default,0.396823234,0
62,46547,805,4,3,0.43,No Default,0.294118396,0
42,54111,327,10,3,0.28,Default,0.704842178,1
70,62222,350,9,3,0.2,Default,0.575712,1
59,126794,559,1,0,0.51,No Default,0.183164885,0
53,94293,483,14,1,0.28,No Default,0.205530041,0
44,40755,322,38,2,0.2,Default,0.553245525,1
55,52540,428,36,2,0.28,No Default,0.479609994,0
24,50781,590,6,0,0.21,No Default,0.086936992,0
22,46301,800,19,0,0.36,No Default,0.064157583,0
60,68614,485,33,1,0.43,No Default,0.42082947,0
62,23626,778,34,3,0.5,No Default,0.477038492,0
74,93000,791,33,0,0.21,No Default,0.023179289,0
68,139633,812,21,4,0.18,No Default,0.071157814,0
48,52317,366,30,3,0.11,No Default,0.475255668,0
40,51808,766,22,0,0.21,No Default,0.038246719,0
59,64765,584,18,4,0.11,No Default,0.285489581,0
27,99677,716,3,1,0.27,No Default,0.059604683,0
49,50911,399,23,4,0.17,Default,0.626926166,1
60,95508,488,19,0,0.39,No Default,0.208762563,0
70,76438,687,38,2,0.29,No Default,0.160860163,0
47,195009,540,27,0,0.15,No Default,0.021918828,0
56,50800,716,38,2,0.3,No Default,0.18147524,0
48,22292,475,16,1,0.2,No Default,0.279902801,0
35,29246,686,18,1,0.44,No Default,0.269740908,0
53,60232,770,34,3,0.28,No Default,0.180828466,0
19,100101,532,31,3,0.17,No Default,0.226095333,0
31,43206,751,38,2,0.27,No Default,0.143197685,0
30,53344,576,34,2,0.21,No Default,0.221572339,0
46,84323,528,29,1,0.5,No Default,0.401903021,0
29,36952,470,16,4,0.59,Default,0.907110543,1
56,44106,512,28,2,0.11,No Default,0.216937593,0
19,33394,581,5,2,0.45,Default,0.50528687,1
49,107916,340,16,4,0.23,Default,0.626127738,1
30,129422,421,16,3,0.13,No Default,0.239932403,0
63,27181,526,13,3,0.11,No Default,0.332932276,0
44,55765,593,23,2,0.54,Default,0.555666654,1
66,121010,566,36,3,0.28,No Default,0.262276125,0
58,73082,840,39,3,0.6,No Default,0.389703528,0
34,46881,750,38,3,0.32,No Default,0.252857305,0
57,27637,748,31,1,0.19,No Default,0.077670832,0
48,106560,360,35,0,0.49,No Default,0.435839052,0
51,71700,801,36,2,0.56,No Default,0.283118901,0
41,28667,446,13,2,0.51,Default,0.755324327,1
62,108547,633,26,1,0.47,No Default,0.205856565,0
52,26897,441,18,0,0.27,No Default,0.277875394,0
65,53624,343,30,0,0.13,No Default,0.205812525,0
23,52454,443,8,1,0.2,No Default,0.243477522,0
36,134482,632,37,4,0.32,No Default,0.294157563,0
47,52547,796,16,4,0.58,Default,0.583851264,1
24,52453,695,18,0,0.46,No Default,0.155055753,0
27,30286,354,3,4,0.51,Default,0.927900265,1
58,43468,606,10,4,0.24,No Default,0.450677862,0
49,39789,722,21,4,0.44,Default,0.549904385,1
51,40838,716,3,0,0.53,No Default,0.206688416,0
45,60062,624,16,4,0.34,Default,0.5,1
32,17728,379,7,2,0.31,Default,0.647567032,1
47,28138,330,33,0,0.46,Default,0.642903258,1
54,56641,411,10,1,0.38,No Default,0.476868696,0
46,63616,771,30,4,0.6,Default,0.619049402,1
39,53278,373,10,3,0.31,Default,0.68450673,1
21,58665,778,37,0,0.19,No Default,0.030590014,0
37,48797,686,20,1,0.34,No Default,0.157102153,0
49,59322,732,29,2,0.22,No Default,0.10953386,0
