Age,Annual_Income,Credit_Score,Years_at_Job,Existing_Loans,DTI_Ratio
26,104083,628,35,2,0.42
39,70140,315,30,4,0.51
43,184951,736,20,4,0.36
70,163372,305,36,4,0.55
29,60391,580,33,1,0.28
24,59210,314,37,3,0.34
63,39535,609,36,3,0.39
64,30394,765,0,2,0.46
32,53427,726,30,0,0.36
55,43392,780,22,4,0.51
38,40428,825,37,4,0.45
31,71374,845,10,0,0.28
19,27228,685,38,0,0.42
25,33148,831,19,4,0.26
62,22339,571,36,0,0.46
72,30446,494,6,1,0.43
23,44269,537,34,2,0.19
54,89683,770,1,1,0.45
54,157376,402,32,4,0.17
74,25242,542,39,2,0.15
50,92832,514,23,2,0.42
58,36988,376,38,2,0.27
23,64969,683,9,3,0.18
69,79889,420,8,3,0.59
43,120904,840,32,2,0.53
56,198384,444,20,3,0.19
58,100842,392,13,1,0.57
54,47216,784,22,4,0.4
31,27742,804,11,4,0.36
54,67251,621,21,4,0.28
25,82697,374,27,0,0.26
56,33610,762,26,1,0.15
30,88244,450,9,4,0.19
30,48341,434,17,4,0.23
57,34021,489,23,4,0.47
60,64113,333,2,4,0.58
45,38127,657,3,3,0.33
35,33587,404,29,3,0.29
74,69115,668,20,1,0.53
36,73692,471,21,1,0.44
55,49877,369,27,4,0.22
49,68689,738,8,4,0.37
39,105961,621,15,4,0.54
19,90769,419,36,0,0.43
30,39613,410,4,2,0.29
40,60716,555,13,3,0.31
42,42213,721,13,4,0.55
45,29726,455,15,0,0.45
28,82564,484,38,0,0.36
50,98848,536,3,0,0.44
41,47237,744,36,3,0.44
19,67333,802,13,2,0.38
47,129779,624,22,4,0.41
34,99956,676,8,4,0.28
57,44660,802,23,2,0.27
51,57536,756,10,3,0.27
55,42021,706,27,0,0.12
39,67144,387,18,4,0.51
22,61097,404,18,0,0.18
65,33642,757,11,2,0.15
57,47668,556,33,4,0.31
68,21322,433,11,4,0.34
33,35616,785,2,4,0.23
30,73597,584,29,1,0.58
43,64320,686,34,2,0.18
48,96126,643,14,2,0.39
69,61473,725,21,0,0.41
56,54280,436,8,3,0.43
65,151592,593,27,4,0.5
40,50532,341,28,4,0.53
65,49385,349,38,4,0.25
29,61377,472,38,2,0.59
31,40582,588,38,4,0.31
73,68085,461,16,2,0.49
35,41681,639,3,3,0.12
44,48259,622,3,3,0.47
45,41247,625,6,2,0.52
35,24614,466,1,4,0.15
33,17887,466,36,2,0.25
69,29381,668,9,4,0.32
33,105931,384,17,4,0.48
30,62166,414,27,1,0.36
46,47095,349,34,2,0.42
26,35603,757,34,0,0.28
43,112480,671,29,0,0.53
45,43441,517,20,3,0.28
58,39239,558,24,4,0.34
30,23250,669,12,4,0.32
53,19623,395,6,1,0.49
26,75409,774,5,4,0.51
64,139129,524,19,3,0.55
31,69439,640,4,2,0.21
68,68980,726,37,2,0.56
29,147002,783,39,3,0.24
70,76912,583,24,1,0.54
74,59642,647,17,2,0.53
49,79201,640,23,3,0.33
55,94036,673,14,4,0.5
20,77245,712,7,2,0.47
74,46966,717,12,3,0.12
71,73368,581,38,1,0.11
69,42341,542,24,2,0.14
33,58952,838,22,1,0.57
37,73030,498,4,0,0.46
49,150152,730,21,1,0.31
73,74558,784,21,3,0.21
40,60367,526,24,4,0.57
34,49009,495,0,2,0.22
33,44711,527,3,1,0.37
55,49346,366,31,2,0.22
25,61089,624,25,2,0.46
36,94647,637,35,3,0.19
47,31660,826,14,3,0.4
74,87820,413,34,0,0.42
51,45133,403,37,4,0.58
31,42170,727,26,0,0.4
39,77292,802,13,3,0.34
61,49635,606,33,0,0.3
34,75979,492,24,1,0.15
32,72696,513,26,1,0.46
67,89580,444,20,2,0.22
65,115751,357,34,0,0.26
49,25336,422,5,0,0.11
30,66318,848,34,3,0.43
38,41362,534,25,0,0.48
66,73792,790,14,2,0.15
57,29650,374,4,3,0.17
50,61421,594,25,2,0.51
74,23364,799,32,1,0.47
44,61189,417,24,3,0.16
52,60041,643,16,4,0.31
33,42775,458,19,2,0.26
45,49171,346,1,4,0.18
51,49765,662,7,4,0.32
64,27589,632,18,2,0.53
18,31312,679,28,3,0.51
58,65780,423,18,4,0.39
65,102137,463,8,3,0.38
48,88731,469,7,4,0.43
53,21709,446,14,2,0.59
61,111302,811,33,0,0.51
50,114749,457,3,3,0.21
50,41212,631,26,4,0.33
56,41611,502,37,0,0.47
35,46219,419,12,0,0.52
40,70676,328,31,0,0.14
40,51445,461,34,2,0.45
32,72733,813,35,2,0.18
43,31221,399,9,2,0.15
47,35035,356,22,2,0.52
42,38646,782,22,3,0.49
62,39798,444,3,4,0.47
33,74138,453,4,3,0.11
56,67702,680,3,0,0.23
65,83214,338,29,4,0.32
62,102829,447,32,4,0.54
31,72924,826,39,0,0.36
34,24560,531,12,1,0.35
29,48585,412,17,4,0.1
46,51976,777,31,3,0.51
49,68113,705,32,4,0.39
73,37355,451,6,0,0.29
41,125491,541,13,0,0.18
69,48987,771,39,3,0.31
30,50746,701,13,0,0.22
73,54296,563,9,4,0.33
37,46270,680,38,2,0.25
32,25144,377,36,3,0.12
73,111362,602,17,0,0.6
70,43592,515,18,1,0.32
21,82036,528,39,1,0.51
71,48402,451,36,2,0.16
51,43714,829,2,4,0.4
45,32129,782,6,2,0.36
67,24569,767,6,4,0.58
19,47922,395,37,1,0.5
74,46917,784,5,0,0.31
64,122775,844,9,2,0.5
47,62062,684,35,0,0.3
43,105955,539,36,1,0.48
68,28255,572,26,4,0.25
64,61446,345,0,0,0.29
43,78853,761,0,1,0.4
37,63330,650,20,3,0.37
59,64542,558,36,2,0.3
45,52853,355,27,4,0.57
73,32952,837,38,4,0.35
37,30235,357,35,3,0.46
28,85249,746,1,2,0.31
27,43031,525,1,0,0.46
40,48379,563,3,1,0.5
54,43027,503,1,1,0.37
58,38302,756,0,0,0.12
69,28817,837,39,0,0.35
36,129058,721,17,2,0.55
62,21605,348,33,3,0.14
35,84451,742,26,1,0.39
66,103201,510,35,3,0.12
44,64262,320,38,2,0.34
23,54858,696,25,0,0.45
27,67269,654,10,1,0.29
19,49042,686,39,3,0.16
41,97861,388,2,4,0.57
55,104794,825,27,1,0.57
45,78525,778,35,4,0.5
45,26228,435,15,4,0.2
70,83914,306,34,4,0.49
62,113745,398,21,4,0.27
67,81154,766,15,1,0.4
56,97983,429,32,4,0.32
19,41578,624,12,1,0.23
63,47236,365,27,0,0.43
22,115284,317,15,3,0.46
67,83522,443,1,3,0.36
28,52912,567,25,3,0.18
27,52262,663,27,0,0.35
60,60457,615,2,3,0.48
19,51581,783,20,0,0.52
32,60043,769,31,2,0.11
56,288263,609,5,1,0.19
58,42113,339,4,2,0.57
54,24420,801,23,0,0.49
24,42989,303,0,4,0.46
37,78998,759,22,0,0.17
51,80895,706,15,1,0.1
52,34966,469,7,2,0.39
51,49596,699,24,0,0.53
70,92308,847,10,1,0.14
39,56741,572,11,4,0.13
48,35881,481,7,2,0.6
40,39859,765,9,2,0.22
36,121054,646,34,3,0.43
21,47723,724,37,2,0.38
41,61472,639,20,3,0.31
37,26920,551,17,2,0.5
56,53182,398,17,2,0.22
45,245730,794,25,0,0.24
71,146486,588,19,4,0.23
56,67988,837,24,4,0.37
34,134267,586,30,2,0.43
36,80960,348,17,2,0.15
71,191558,493,15,3,0.17
65,83576,714,17,4,0.16
52,117007,315,13,0,0.43
49,20819,408,6,4,0.41
64,72624,689,37,1,0.52
63,44062,386,28,4,0.24
64,79262,666,22,0,0.47
63,77756,308,33,4,0.24
56,119595,645,16,0,0.48
74,100951,745,17,3,0.4
52,29593,568,18,2,0.31
47,23732,787,1,3,0.42
34,54038,829,28,2,0.52
59,87157,400,1,3,0.21
64,82214,344,17,3,0.41
46,61919,707,38,2,0.6
23,81396,587,35,0,0.5
34,90326,306,35,1,0.25
34,61952,575,20,2,0.49
31,81701,702,32,0,0.35
41,85390,665,1,0,0.49
74,58838,313,9,0,0.15
67,125452,827,14,4,0.53
74,32884,713,11,2,0.6
54,136655,435,2,2,0.32
57,100967,634,3,3,0.36
56,176246,437,8,2,0.19
72,28012,719,9,0,0.44
49,50229,786,30,1,0.14
53,76200,323,36,1,0.38
67,68123,540,10,3,0.31
54,48243,812,26,2,0.2
65,69805,629,5,1,0.51
31,111629,770,29,2,0.48
44,64247,657,34,3,0.25
36,30260,757,17,2,0.29
48,167275,716,5,3,0.23
63,37070,842,12,4,0.2
26,32564,376,37,1,0.21
55,41658,361,11,3,0.17
34,44029,846,6,3,0.27
36,68721,474,13,3,0.45
61,220790,746,8,3,0.23
21,38272,321,34,3,0.45
65,103481,433,6,3,0.48
74,158820,823,38,2,0.27
28,48441,752,20,0,0.13
39,56964,399,18,3,0.46
21,69752,500,26,0,0.17
34,47656,483,1,4,0.24
25,24146,446,13,4,0.4
63,117727,578,36,1,0.56
51,64800,598,32,3,0.48
28,45154,579,11,1,0.23
48,58581,686,20,1,0.51
28,51128,524,29,1,0.3
73,80518,697,21,1,0.17
71,38193,716,1,2,0.25
73,49574,454,28,3,0.51
55,64359,345,23,2,0.29
70,22386,410,31,1,0.29
38,52946,527,11,3,0.59
63,42456,601,6,4,0.36
47,81163,381,1,2,0.35
27,67745,443,39,4,0.46
43,112895,441,18,3,0.58
44,21862,640,17,1,0.59
25,43982,726,33,3,0.49
56,66024,774,1,1,0.54
25,114233,836,37,4,0.55
25,34435,442,39,3,0.47
72,40063,713,18,3,0.38
51,115532,343,5,3,0.23
33,189480,540,16,2,0.46
58,140500,381,22,0,0.35
30,141193,694,39,2,0.56
40,74277,798,8,4,0.1
29,63972,365,36,1,0.56
44,154953,577,37,4,0.57
39,50869,648,20,3,0.21
49,36128,347,20,0,0.54
74,68988,582,26,3,0.4
66,49994,649,10,2,0.25
44,40774,708,38,1,0.44
19,91611,611,29,4,0.5
62,52836,690,27,2,0.31
50,65661,832,19,0,0.41
43,78478,532,37,2,0.2
45,24770,389,3,2,0.12
36,111266,305,17,0,0.57
60,189182,309,28,4,0.18
22,113587,636,35,1,0.36
50,9933,614,26,2,0.14
37,67018,411,0,3,0.53
47,23642,379,34,4,0.49
62,108755,752,4,4,0.2
25,108952,347,5,0,0.51
55,72135,390,35,4,0.27
34,15967,375,4,3,0.52
61,60185,384,31,4,0.23
18,34183,562,38,1,0.34
20,64172,700,30,0,0.23
63,59443,533,39,3,0.43
43,100841,515,9,1,0.13
48,55321,644,30,0,0.39
25,138178,473,7,0,0.47
60,73041,336,26,1,0.2
63,46047,828,28,4,0.22
25,57315,619,13,3,0.46
52,113979,612,22,3,0.31
56,121799,768,3,2,0.41
45,15715,344,33,2,0.31
68,32935,372,37,0,0.31
21,43755,664,26,2,0.25
74,120953,408,18,3,0.39
33,112281,646,30,3,0.4
30,98941,437,2,2,0.48
37,105632,481,28,2,0.35
68,140982,603,12,0,0.38
22,79211,626,26,3,0.52
72,103212,813,31,4,0.12
54,74310,379,36,3,0.36
37,101531,417,2,0,0.16
41,46989,561,38,1,0.44
53,38806,379,5,2,0.55
51,43060,565,2,1,0.31
62,52171,692,12,2,0.42
65,90019,587,10,2,0.28
71,136558,301,26,4,0.48
51,44241,795,1,4,0.39
36,211963,648,39,2,0.4
34,53568,834,11,3,0.19
22,60461,720,39,0,0.1
42,69097,847,11,0,0.41
35,43674,825,22,2,0.16
72,46627,770,30,0,0.17
70,51424,826,9,0,0.18
67,33281,590,34,3,0.3
25,39741,833,5,3,0.22
44,57605,591,24,2,0.58
32,48862,395,30,0,0.44
62,43291,792,29,2,0.2
30,99967,714,14,3,0.5
33,24945,761,2,0,0.24
39,80224,795,17,3,0.5
37,64569,325,16,1,0.33
30,68985,329,13,0,0.34
37,32406,677,15,1,0.29
19,45362,658,26,1,0.22
52,72829,695,36,3,0.44
64,45690,408,32,3,0.35
72,27770,557,19,4,0.1
36,52333,633,24,0,0.26
62,54420,703,13,4,0.48
54,86217,741,36,2,0.25
71,105653,530,4,2,0.44
23,64153,447,36,3,0.2
31,74489,845,9,2,0.48
21,101501,464,9,1,0.31
39,54504,494,8,2,0.1
68,78493,782,13,4,0.42
72,29442,426,32,0,0.39
56,45194,524,28,3,0.39
53,141080,522,23,0,0.58
51,99924,454,5,3,0.29
44,90933,337,25,2,0.55
24,38441,721,38,2,0.1
20,27953,312,2,3,0.58
64,37077,648,39,0,0.38
50,63047,704,31,1,0.35
19,78087,524,25,3,0.55
59,132193,603,2,1,0.42
33,32778,345,11,4,0.36
42,45099,519,13,3,0.29
32,135449,377,18,3,0.43
41,27044,577,3,1,0.13
32,66815,828,11,1,0.22
48,22878,396,34,2,0.15
31,50322,780,22,0,0.35
71,160025,401,2,2,0.15
31,78796,370,2,2,0.51
23,116120,457,38,1,0.25
31,78660,349,15,3,0.41
34,77996,701,12,3,0.27
35,26476,365,18,1,0.45
37,168143,534,27,3,0.28
68,135294,568,37,0,0.29
34,41227,556,8,4,0.34
33,128762,715,16,3,0.26
57,101936,388,6,3,0.19
56,83026,821,7,2,0.32
69,66590,798,36,1,0.43
49,56936,682,11,3,0.26
61,142925,776,27,1,0.5
26,64052,700,1,2,0.51
44,75820,533,27,0,0.2
63,137104,605,24,4,0.23
69,107085,358,26,0,0.1
50,32288,561,34,4,0.28
27,44702,749,14,0,0.56
34,39689,331,34,4,0.49
66,74796,368,32,0,0.58
66,47048,382,22,1,0.21
53,49462,770,26,4,0.39
34,53250,303,37,1,0.28
35,72075,473,7,2,0.41
69,52546,404,37,3,0.47
40,97166,447,3,2,0.15
51,34707,421,4,2,0.14
25,28566,313,15,4,0.15
30,43208,807,17,4,0.24
40,36012,806,17,2,0.47
74,61565,686,7,0,0.42
71,49027,832,28,3,0.25
37,31276,616,20,1,0.53
39,30983,448,38,1,0.46
64,65607,804,26,0,0.59
69,93938,794,1,3,0.44
40,42071,736,3,0,0.46
58,57315,732,11,1,0.51
52,43431,563,15,0,0.56
20,55500,400,24,4,0.24
51,144511,707,22,1,0.42
50,208933,381,16,4,0.31
63,47898,704,0,3,0.21
34,46366,423,20,4,0.2
62,74314,563,35,0,0.15
36,63593,540,1,3,0.52
47,84172,390,22,2,0.11
40,56250,527,39,3,0.6
32,54664,453,1,2,0.58
74,74666,671,9,2,0.37
31,67581,660,8,3,0.47
19,47050,633,28,2,0.33
56,63700,780,25,4,0.21
66,63785,514,35,4,0.47
35,15069,841,28,3,0.32
23,58188,477,3,2,0.53
49,94046,745,20,0,0.53
38,48084,469,32,3,0.58
57,41273,455,30,2,0.45
45,41353,330,27,2,0.35
44,70565,666,35,2,0.38
19,36557,527,32,0,0.28
50,67442,415,3,4,0.43
33,64826,758,3,1,0.15
56,30732,823,32,0,0.6
39,96063,600,13,1,0.13
73,111952,621,8,4,0.4
60,67893,495,23,2,0.25
64,61041,715,24,1,0.51
30,46610,724,6,1,0.41
73,47515,482,27,0,0.4
19,48217,816,4,4,0.47
31,86825,618,12,3,0.16
73,79729,559,1,1,0.26
55,22347,670,19,0,0.35
58,28543,596,11,2,0.26
45,39570,653,26,4,0.16
24,47454,354,6,2,0.25
35,74277,600,33,2,0.33
73,45722,614,20,3,0.17
58,73826,555,17,1,0.43
72,133013,480,9,3,0.14
53,44745,680,37,0,0.55
58,37891,607,38,3,0.28
53,34080,822,20,0,0.28
61,35691,651,15,1,0.2
21,78998,422,19,1,0.34
74,87490,778,39,3,0.52
47,81907,767,23,2,0.39
41,35432,481,20,3,0.51
37,49428,689,30,4,0.58
63,49504,605,9,1,0.41
73,141240,555,19,4,0.18
48,69424,637,13,4,0.25
41,63272,803,18,4,0.43
24,68802,512,29,2,0.49
43,48304,596,15,1,0.43
30,73241,519,21,1,0.39
71,47135,839,19,1,0.56
25,122254,722,5,3,0.35
72,38727,498,32,0,0.43
22,65806,490,18,1,0.26
61,83718,428,4,2,0.29
30,57526,460,6,2,0.22
46,63799,332,33,0,0.5
37,54144,310,19,3,0.2
31,37928,806,14,2,0.22
49,142486,743,37,0,0.15
67,50046,514,0,2,0.47
44,31168,792,4,0,0.14
73,41708,489,33,2,0.13
42,116351,700,20,3,0.41
69,186943,544,13,3,0.29
21,72103,692,16,2,0.56
38,88864,382,11,2,0.54
35,150727,413,26,4,0.35
56,37031,368,5,1,0.14
32,72850,633,38,3,0.38
70,149243,460,24,2,0.6
55,91091,406,26,1,0.43
65,52252,746,1,2,0.5
69,71743,439,21,1,0.3
41,151953,659,31,1,0.14
25,64582,449,16,3,0.57
45,37727,398,36,4,0.26
38,81289,466,1,0,0.18
33,38111,762,25,2,0.18
71,41475,383,32,1,0.17
33,47447,601,0,4,0.31
52,59319,539,39,1,0.53
34,39231,516,35,2,0.17
26,73520,480,38,0,0.48
74,50329,716,24,3,0.14
52,90163,491,12,0,0.16
69,61111,393,38,3,0.16
46,55436,626,35,1,0.36
56,56545,764,11,4,0.54
35,124236,733,20,3,0.47
29,93080,629,22,1,0.53
36,29307,826,17,2,0.53
65,46645,418,12,2,0.16
39,62829,320,18,4,0.38
73,20169,320,34,4,0.49
66,74190,615,33,2,0.57
69,39172,520,0,2,0.44
32,41464,364,21,3,0.53
18,42152,448,27,4,0.29
19,112361,482,3,2,0.45
25,81194,581,36,3,0.29
39,47796,630,6,1,0.2
42,45199,354,10,4,0.13
19,65014,412,11,4,0.54
68,132961,512,39,2,0.13
26,52655,345,38,2,0.6
26,23588,745,34,2,0.36
30,65129,369,33,2,0.35
23,68634,481,17,0,0.14
47,72012,472,9,2,0.14
32,58750,803,14,1,0.46
68,64103,609,25,2,0.32
70,36673,508,2,2,0.19
32,103309,522,12,1,0.2
67,46080,642,33,3,0.22
24,52633,419,16,1,0.51
28,72886,847,0,4,0.41
57,66566,333,13,1,0.14
55,131682,689,0,4,0.45
57,115237,588,23,0,0.36
19,46786,834,10,1,0.39
68,160987,399,2,3,0.25
65,96246,327,12,0,0.11
56,63896,614,21,2,0.35
27,42982,539,29,3,0.4
61,57974,803,24,1,0.42
34,22965,718,6,1,0.32
24,78557,704,24,3,0.38
71,30961,453,38,2,0.37
57,76422,649,24,2,0.28
56,47121,513,1,0,0.5
21,63818,348,33,3,0.32
52,44003,658,21,4,0.22
68,41736,797,0,3,0.1
64,86429,646,17,2,0.24
53,43797,641,15,2,0.15
48,38141,722,9,0,0.35
42,35418,738,30,3,0.29
58,91808,543,12,1,0.23
30,34211,824,33,4,0.16
35,60036,593,33,3,0.5
38,181002,499,11,4,0.59
65,42439,617,36,3,0.53
18,40512,499,39,2,0.49
53,103083,592,16,4,0.37
67,33074,579,14,3,0.52
25,103004,391,12,1,0.37
69,49489,363,7,2,0.26
65,94037,443,16,1,0.21
38,74551,534,10,0,0.21
60,79806,723,39,0,0.33
69,47983,613,0,0,0.42
70,49218,422,31,2,0.18
70,46135,352,9,1,0.11
38,116365,326,14,3,0.11
44,60049,673,2,2,0.25
36,158638,335,8,3,0.46
40,67223,440,7,2,0.1
68,54591,487,9,4,0.33
67,53738,753,7,0,0.25
68,42252,478,15,0,0.56
60,66979,313,10,4,0.58
52,57283,558,22,1,0.3
57,44040,333,21,0,0.59
69,58129,531,39,0,0.59
68,46619,492,17,1,0.39
59,69112,809,38,1,0.29
65,85609,487,2,4,0.15
22,43751,796,7,0,0.38
69,47644,627,4,4,0.52
58,38101,404,26,2,0.3
25,105551,590,4,1,0.35
28,24650,541,18,1,0.3
33,43078,396,16,0,0.45
56,85356,791,17,3,0.38
64,43669,414,1,4,0.36
41,42877,609,6,1,0.21
38,83799,409,15,1,0.4
69,19268,491,6,0,0.35
40,60752,411,17,0,0.45
66,45475,602,25,3,0.42
55,45939,655,28,2,0.25
64,102096,401,15,2,0.41
25,59263,614,38,0,0.48
24,33622,493,29,3,0.43
19,28574,373,24,0,0.35
47,58088,706,7,2,0.43
30,30072,591,13,4,0.34
40,109436,483,21,1,0.27
46,34477,657,13,1,0.41
55,59507,398,26,3,0.11
54,22638,824,34,2,0.15
37,23209,765,39,3,0.19
50,53916,503,11,3,0.59
46,296407,704,20,3,0.24
67,45206,439,10,1,0.35
32,84566,617,2,3,0.38
40,46784,675,8,2,0.11
59,99550,519,18,2,0.14
20,57191,648,22,4,0.18
54,32105,722,15,2,0.21
73,52855,532,3,1,0.14
46,24570,599,31,2,0.43
62,38393,431,0,0,0.16
25,72456,725,3,3,0.55
39,43160,533,25,4,0.35
70,48163,389,26,0,0.19
46,95734,803,39,2,0.22
19,46594,716,15,2,0.42
58,77353,751,29,3,0.16
66,44448,769,37,3,0.12
67,94683,347,32,1,0.5
62,115240,522,15,4,0.35
18,22382,765,32,1,0.52
61,36589,359,19,2,0.58
37,53223,579,30,4,0.33
69,42517,316,26,4,0.25
38,91937,620,31,1,0.29
54,66814,376,21,2,0.55
25,37314,770,35,2,0.6
44,121634,842,26,1,0.29
64,120505,400,24,4,0.58
52,30781,839,1,4,0.35
23,44231,843,37,0,0.12
62,90870,562,22,1,0.2
61,95264,505,11,2,0.29
36,120798,779,36,0,0.28
35,206075,372,36,1,0.51
73,73792,737,20,4,0.49
18,113360,841,10,3,0.16
42,227630,713,20,1,0.13
44,59439,512,36,4,0.45
24,40455,366,3,3,0.31
61,68012,721,25,2,0.19
59,132802,768,19,3,0.14
46,148240,670,6,2,0.21
48,64426,663,37,3,0.58
61,55129,699,26,4,0.14
60,31660,559,16,0,0.38
53,62312,344,31,2,0.11
36,33214,586,9,1,0.55
23,36826,839,10,3,0.36
42,67380,628,17,1,0.57
48,31611,614,1,2,0.26
26,71515,718,34,2,0.3
37,96228,604,5,3,0.47
27,35365,528,2,1,0.57
54,44600,485,6,0,0.17
44,29049,417,34,0,0.3
30,80565,425,12,0,0.59
58,28457,431,37,0,0.26
19,84947,460,1,0,0.57
67,69210,645,1,3,0.41
38,176208,383,7,0,0.34
50,138139,341,8,2,0.27
41,33071,734,33,2,0.35
70,149125,465,38,3,0.43
61,45827,726,30,0,0.46
59,39997,347,28,3,0.14
51,46447,341,35,3,0.42
26,51842,484,21,4,0.55
19,176234,531,22,2,0.31
72,14653,700,12,1,0.23
73,151164,436,34,3,0.45
47,90648,819,2,3,0.16
39,65114,532,8,3,0.57
63,44381,667,17,0,0.36
28,57165,692,25,1,0.43
72,91642,801,28,0,0.28
60,96857,666,11,0,0.32
34,39509,410,38,1,0.39
53,88145,560,22,4,0.59
30,44620,363,18,2,0.45
24,54827,799,23,2,0.57
33,115411,359,29,2,0.58
50,89037,388,30,0,0.49
62,26652,655,18,0,0.12
18,64053,668,20,0,0.24
28,73842,791,9,4,0.5
23,64497,704,3,0,0.11
37,17009,317,17,1,0.34
52,30414,667,36,0,0.48
61,24668,556,19,0,0.57
54,43605,520,35,3,0.32
58,64147,572,31,1,0.51
43,46116,676,26,3,0.33
29,43893,546,23,3,0.17
47,25070,689,28,0,0.33
45,32067,546,23,4,0.32
44,37132,472,28,1,0.36
59,93044,627,38,0,0.57
36,74277,422,17,2,0.41
22,88607,766,9,2,0.14
22,75430,530,8,4,0.32
58,90323,611,10,1,0.33
44,30243,775,11,1,0.51
45,116786,489,1,3,0.36
43,101115,800,25,2,0.32
44,49665,586,8,2,0.17
69,97245,620,16,2,0.49
66,109964,360,34,1,0.49
59,58308,437,2,0,0.2
38,78323,425,5,2,0.43
18,46185,491,22,2,0.14
71,115840,513,34,4,0.39
45,47760,492,14,3,0.37
65,70046,322,7,4,0.16
32,58599,682,31,0,0.43
72,44745,455,33,4,0.14
34,25530,392,10,4,0.51
43,93254,429,2,2,0.18
37,58822,726,28,2,0.31
42,149621,524,9,3,0.53
30,110013,311,17,3,0.13
50,109229,647,17,4,0.5
42,86396,373,11,1,0.47
25,87301,410,26,1,0.25
22,64745,781,18,3,0.55
23,90423,496,32,0,0.56
40,47860,490,24,3,0.47
69,17659,363,1,4,0.51
47,85294,793,1,1,0.17
31,86255,364,4,4,0.32
71,30921,559,21,0,0.58
40,77409,468,32,2,0.15
28,76812,476,4,3,0.31
48,102695,444,27,2,0.58
23,56792,354,13,1,0.39
28,27972,838,39,0,0.11
30,47004,435,9,4,0.53
29,46920,671,14,3,0.26
71,56464,322,9,1,0.12
19,63643,837,3,0,0.52
70,53175,461,17,4,0.47
52,72986,459,16,4,0.37
72,34575,817,30,1,0.28
53,71676,676,32,4,0.48
34,40967,614,24,2,0.4
45,54137,516,11,2,0.22
45,23994,563,20,0,0.54
39,95975,639,16,2,0.37
55,51376,761,19,1,0.53
24,70926,460,28,0,0.14
32,39712,613,2,3,0.21
49,45256,430,6,4,0.26
28,36937,378,32,2,0.52
41,64822,766,25,3,0.54
20,79827,364,19,4,0.49
47,36294,718,36,1,0.39
23,64212,351,31,3,0.33
19,52973,325,34,0,0.15
31,65976,326,20,1,0.43
58,38207,579,7,2,0.52
35,75547,803,1,3,0.53
68,52082,636,15,1,0.22
61,55870,438,26,1,0.39
48,192965,691,35,3,0.57
30,24810,533,9,2,0.53
43,78442,731,27,1,0.18
61,74430,587,16,3,0.3
29,82065,328,24,1,0.15
35,80245,405,14,0,0.52
26,65948,803,17,3,0.4
66,73437,476,27,3,0.45
38,229323,683,1,1,0.18
65,54931,597,39,3,0.46
66,54647,565,30,0,0.21
70,35118,453,30,2,0.59
73,39637,375,24,0,0.54
57,66956,470,0,3,0.11
60,72004,399,17,3,0.44
41,56593,573,15,1,0.27
51,82968,597,36,4,0.44
25,48999,511,36,4,0.19
61,207446,301,6,2,0.24
70,64624,588,5,1,0.12
50,83863,508,13,0,0.28
40,64910,745,21,1,0.4
30,44305,490,30,1,0.53
71,46463,321,9,0,0.21
70,33746,572,39,1,0.54
66,25306,430,35,3,0.5
31,96269,588,37,2,0.42
31,44151,491,33,4,0.53
33,57981,565,2,0,0.26
66,128846,542,22,4,0.57
55,107416,511,16,3,0.19
56,64535,307,28,4,0.39
43,53887,739,0,3,0.33
43,55453,377,2,4,0.48
18,180096,803,13,2,0.27
49,65263,513,10,3,0.56
74,267253,478,29,0,0.15
32,31247,328,20,0,0.41
69,61296,361,15,1,0.14
38,107246,434,8,1,0.59
35,102749,727,1,2,0.2
47,82108,433,25,4,0.49
30,44127,782,2,4,0.46
41,31054,367,14,3,0.59
47,54753,761,11,2,0.57
19,100874,753,18,3,0.54
36,140085,316,13,0,0.42
64,63286,451,14,0,0.36
61,57007,760,22,4,0.2
64,66462,547,10,1,0.42
42,66840,695,2,1,0.46
67,108370,456,0,0,0.57
31,49802,617,3,3,0.24
23,56435,397,20,4,0.28
29,75433,377,24,3,0.32
37,43646,838,19,1,0.45
40,37809,595,9,2,0.52
47,120787,730,17,1,0.23
47,59160,699,32,3,0.37
55,93463,312,34,1,0.23
47,84553,737,24,1,0.33
58,30101,698,2,1,0.57
47,43206,699,12,1,0.54
74,61814,343,34,4,0.33
53,53088,671,24,0,0.28
66,67669,673,17,1,0.37
51,65696,784,29,1,0.47
33,88681,716,39,4,0.16
41,58581,383,29,4,0.21
31,61989,782,23,2,0.16
43,29181,595,25,4,0.11
25,44330,405,0,2,0.49
31,45442,508,32,2,0.29
48,47953,469,7,1,0.48
19,49735,809,11,3,0.35
65,80820,649,7,1,0.44
21,145224,765,10,0,0.35
18,30488,380,13,2,0.34
72,54169,748,17,3,0.54
37,38831,400,39,4,0.42
31,30662,668,0,4,0.16
57,45985,829,20,4,0.38
42,35373,564,9,3,0.17
42,67258,501,36,4,0.39
20,55198,417,28,4,0.43
22,51573,422,39,2,0.2
55,69837,324,23,4,0.18
71,29263,668,35,3,0.19
43,36083,684,17,4,0.51
57,71506,573,14,1,0.18
55,35891,346,31,2,0.49
55,21571,634,37,0,0.11
21,133410,716,19,1,0.51
24,71045,833,33,0,0.22
47,99513,643,8,3,0.19
47,41661,620,33,0,0.42
73,29993,438,34,0,0.54
36,69138,406,26,4,0.46
56,34515,645,17,2,0.38
52,99671,746,20,0,0.22
57,67458,761,17,3,0.3
50,66009,515,26,3,0.53
50,66371,681,30,3,0.5
